name,latitude,longitude,color
AGE00135039: 295,35.7297,0.6500,#ffe100
ASN00066062: 132,-33.8607,151.2050,#75ff00
ASN00086071: 121,-37.8075,144.9700,#67ff00
ASN00090015: 128,-38.8556,143.5128,#6fff00
AU000005901: 294,48.2331,16.3500,#ffe200
BE000006447: 237,50.8000,4.3500,#fbff00
CA006148100: 250,43.3833,-81.0000,#fffa00
CA006158350: 206,43.6667,-79.4000,#d3ff00
EIE00101859: 178,53.2800,-9.0200,#b0ff00
EZE00100082: 262,50.0864,14.4164,#fff300
GM000004204: 236,50.9267,11.5842,#faff00
GME00125218: 228,51.3164,12.4475,#f0ff00
GME00127462: 173,54.3656,13.4783,#a9ff00
ITE00100550: 315,44.5000,11.3458,#ffd600
ITE00100554: 306,45.4717,9.1892,#ffdb00
SWE00139148: 193,59.8600,17.6300,#c3ff00
SZ000006717: 133,45.8667,7.1667,#76ff00
UK000047811: 156,54.3500,-6.6500,#93ff00
UK000056225: 169,51.7667,-1.2667,#a4ff00
USC00288878: 311,40.2333,-74.7667,#ffd800
