name,latitude,longitude,color
AGE00135039: 195,35.7297,0.6500,#7eff00
ASN00066062: 171,-33.8607,151.2050,#39ff00
ASN00074128: 206,-35.5269,144.9520,#9eff00
ASN00086071: 183,-37.8075,144.9700,#5cff00
ASN00090015: 194,-38.8556,143.5128,#7bff00
AU000005901: 171,48.2331,16.3500,#39ff00
BE000006447: 234,50.8000,4.3500,#eeff00
CA006148100: 183,43.3833,-81.0000,#5cff00
CA006158350: 183,43.6667,-79.4000,#5cff00
EIE00101859: 189,53.2800,-9.0200,#6dff00
EZE00100082: 178,50.0864,14.4164,#4dff00
GM000004204: 210,50.9267,11.5842,#a9ff00
GME00125218: 211,51.3164,12.4475,#acff00
GME00127462: 224,54.3656,13.4783,#d1ff00
ITE00100550: 260,44.5000,11.3458,#fff400
ITE00100554: 275,45.4717,9.1892,#ffec00
SWE00139148: 197,59.8600,17.6300,#84ff00
SZ000006717: 70,45.8667,7.1667,#00ff0c
UK000047811: 183,54.3500,-6.6500,#5cff00
UK000056225: 208,51.7667,-1.2667,#a3ff00
