name,latitude,longitude,color
ASN00066062: 194,-33.8607,151.2050,#7bff00
ASN00086071: 129,-37.8075,144.9700,#00ff03
ASN00090015: 167,-38.8556,143.5128,#2eff00
AU000005901: 196,48.2331,16.3500,#81ff00
BE000006447: 166,50.8000,4.3500,#2bff00
CA006158350: 250,43.6667,-79.4000,#fffa00
EIE00101859: 244,53.2800,-9.0200,#fffd00
EZE00100082: 165,50.0864,14.4164,#28ff00
GM000004204: 169,50.9267,11.5842,#34ff00
GME00125218: 155,51.3164,12.4475,#0bff00
GME00127462: 129,54.3656,13.4783,#00ff03
ITE00100550: 285,44.5000,11.3458,#ffe700
ITE00100554: 275,45.4717,9.1892,#ffec00
SWE00139148: 155,59.8600,17.6300,#0bff00
SZ000006717: 76,45.8667,7.1667,#00ff0b
UK000047811: 206,54.3500,-6.6500,#9eff00
UK000056225: 191,51.7667,-1.2667,#73ff00
