name,latitude,longitude,color
AGE00135039: 260,35.7297,0.6500,#fff400
ASN00066062: 191,-33.8607,151.2050,#c0ff00
ASN00086071: 176,-37.8075,144.9700,#adff00
ASN00090015: 150,-38.8556,143.5128,#8cff00
AU000005901: 204,48.2331,16.3500,#d1ff00
BE000006447: 213,50.8000,4.3500,#dcff00
CA006148100: 183,43.3833,-81.0000,#b6ff00
CA006158350: 183,43.6667,-79.4000,#b6ff00
EIE00101859: 189,53.2800,-9.0200,#beff00
EZE00100082: 207,50.0864,14.4164,#d5ff00
GM000004204: 200,50.9267,11.5842,#ccff00
GME00125218: 179,51.3164,12.4475,#b1ff00
GME00127462: 174,54.3656,13.4783,#aaff00
ITE00100550: 275,44.5000,11.3458,#ffec00
ITE00100554: 281,45.4717,9.1892,#ffe900
SWE00139148: 186,59.8600,17.6300,#baff00
SZ000006717: 134,45.8667,7.1667,#77ff00
UK000047811: 189,54.3500,-6.6500,#beff00
UK000056225: 242,51.7667,-1.2667,#fffe00
USC00288878: 211,40.2333,-74.7667,#daff00
