name,latitude,longitude,color
AGE00135039: 150,35.7297,0.6500,#00ff00
ASN00066062: 246,-33.8607,151.2050,#fffc00
ASN00086071: 218,-37.8075,144.9700,#c0ff00
ASN00090015: 189,-38.8556,143.5128,#6dff00
AU000005901: -4,48.2331,16.3500,#00ff18
BE000006447: 34,50.8000,4.3500,#00ff12
CA006148100: 111,43.3833,-81.0000,#00ff06
CA006158350: 33,43.6667,-79.4000,#00ff12
EIE00101859: 100,53.2800,-9.0200,#00ff08
EZE00100082: -20,50.0864,14.4164,#00ff1a
GM000004204: -28,50.9267,11.5842,#00ff1c
GME00125218: -44,51.3164,12.4475,#00ff1e
GME00127462: 0,54.3656,13.4783,#00ff17
ITE00100550: 13,44.5000,11.3458,#00ff15
ITE00100554: 17,45.4717,9.1892,#00ff15
SWE00139148: 28,59.8600,17.6300,#00ff13
SZ000006717: -49,45.8667,7.1667,#00ff1f
UK000047811: 70,54.3500,-6.6500,#00ff0c
UK000056225: 55,51.7667,-1.2667,#00ff0f
