name,latitude,longitude,color
AGE00135039: 140,35.7297,0.6500,#7fff00
ASN00066062: 228,-33.8607,151.2050,#f0ff00
ASN00086071: 215,-37.8075,144.9700,#dfff00
ASN00090015: 211,-38.8556,143.5128,#daff00
AU000005901: 15,48.2331,16.3500,#00ff6e
BE000006447: 56,50.8000,4.3500,#13ff00
CA006148100: -56,43.3833,-81.0000,#00f4ff
CA006158350: -28,43.6667,-79.4000,#00fcff
EIE00101859: 67,53.2800,-9.0200,#21ff00
EZE00100082: 2,50.0864,14.4164,#00ffa7
GM000004204: 15,50.9267,11.5842,#00ff6e
GME00125218: -13,51.3164,12.4475,#00ffe9
GME00127462: -31,54.3656,13.4783,#00fbff
ITE00100550: 35,44.5000,11.3458,#00ff16
ITE00100554: 36,45.4717,9.1892,#00ff12
SWE00139148: -71,59.8600,17.6300,#00efff
SZ000006717: -89,45.8667,7.1667,#00eaff
UK000047811: 69,54.3500,-6.6500,#24ff00
UK000056225: 44,51.7667,-1.2667,#04ff00
