name,latitude,longitude,color
AGE00135039: 130,35.7297,0.6500,#72ff00
ASN00066062: 267,-33.8607,151.2050,#fff100
ASN00086071: 248,-37.8075,144.9700,#fffb00
ASN00090015: 222,-38.8556,143.5128,#e8ff00
AU000005901: -21,48.2331,16.3500,#00feff
BE000006447: 62,50.8000,4.3500,#1bff00
CA006148100: 50,43.3833,-81.0000,#0cff00
CA006158350: 22,43.6667,-79.4000,#00ff4f
EIE00101859: 94,53.2800,-9.0200,#44ff00
EZE00100082: -26,50.0864,14.4164,#00fcff
GM000004204: -8,50.9267,11.5842,#00ffd3
GME00125218: -28,51.3164,12.4475,#00fcff
GME00127462: -34,54.3656,13.4783,#00faff
ITE00100550: 58,44.5000,11.3458,#16ff00
ITE00100554: 63,45.4717,9.1892,#1cff00
SWE00139148: -36,59.8600,17.6300,#00faff
SZ000006717: -98,45.8667,7.1667,#00e8ff
UK000047811: 102,54.3500,-6.6500,#4eff00
UK000056225: 88,51.7667,-1.2667,#3cff00
