name,latitude,longitude,color
AGE00135039: 110,35.7297,0.6500,#58ff00
ASN00066062: 220,-33.8607,151.2050,#e5ff00
ASN00086071: 387,-37.8075,144.9700,#ffae00
ASN00090015: 344,-38.8556,143.5128,#ffc600
AU000005901: -30,48.2331,16.3500,#00fbff
BE000006447: 28,50.8000,4.3500,#00ff35
CA006148100: 17,43.3833,-81.0000,#00ff65
CA006158350: 39,43.6667,-79.4000,#00ff04
EIE00101859: 106,53.2800,-9.0200,#53ff00
EZE00100082: -14,50.0864,14.4164,#00ffed
GM000004204: 0,50.9267,11.5842,#00ffb0
GME00125218: -6,51.3164,12.4475,#00ffca
GME00127462: 16,54.3656,13.4783,#00ff6a
ITE00100550: 53,44.5000,11.3458,#0fff00
ITE00100554: 41,45.4717,9.1892,#00ff00
SWE00139148: 42,59.8600,17.6300,#01ff00
SZ000006717: -20,45.8667,7.1667,#00feff
UK000047811: 83,54.3500,-6.6500,#36ff00
UK000056225: 97,51.7667,-1.2667,#48ff00
USC00288878: 167,40.2333,-74.7667,#a1ff00
