name,latitude,longitude,color
AGE00135039: 295,35.7297,0.6500,#ffe100
ASN00066062: 166,-33.8607,151.2050,#2bff00
ASN00086071: 165,-37.8075,144.9700,#28ff00
ASN00090015: 167,-38.8556,143.5128,#2eff00
AU000005901: 238,48.2331,16.3500,#f9ff00
BE000006447: 226,50.8000,4.3500,#d7ff00
CA006148100: 250,43.3833,-81.0000,#fffa00
CA006158350: 256,43.6667,-79.4000,#fff700
EIE00101859: 194,53.2800,-9.0200,#7bff00
EZE00100082: 199,50.0864,14.4164,#8aff00
GM000004204: 191,50.9267,11.5842,#73ff00
GME00125218: 193,51.3164,12.4475,#78ff00
GME00127462: 199,54.3656,13.4783,#8aff00
ITE00100550: 313,44.5000,11.3458,#ffd700
ITE00100554: 298,45.4717,9.1892,#ffdf00
SWE00139148: 164,59.8600,17.6300,#25ff00
SZ000006717: 113,45.8667,7.1667,#00ff06
UK000047811: 183,54.3500,-6.6500,#5cff00
UK000056225: 197,51.7667,-1.2667,#84ff00
USC00288878: 311,40.2333,-74.7667,#ffd800
