name,latitude,longitude,color
AGE00135039: 150,35.7297,0.6500,#8cff00
ASN00066062: 261,-33.8607,151.2050,#fff400
ASN00086071: 205,-37.8075,144.9700,#d2ff00
ASN00090015: 211,-38.8556,143.5128,#daff00
AU000005901: 19,48.2331,16.3500,#00ff06
BE000006447: 70,50.8000,4.3500,#25ff00
CA006148100: 6,43.3833,-81.0000,#00ff09
CA006158350: 28,43.6667,-79.4000,#00ff03
EIE00101859: 111,53.2800,-9.0200,#5aff00
EZE00100082: -18,50.0864,14.4164,#00ff10
GM000004204: 49,50.9267,11.5842,#0aff00
GME00125218: 34,51.3164,12.4475,#00ff02
GME00127462: 34,54.3656,13.4783,#00ff02
ITE00100550: 90,44.5000,11.3458,#3fff00
ITE00100554: 71,45.4717,9.1892,#26ff00
SWE00139148: 29,59.8600,17.6300,#00ff03
SZ000006717: -81,45.8667,7.1667,#00ff21
UK000047811: 93,54.3500,-6.6500,#43ff00
UK000056225: 88,51.7667,-1.2667,#3cff00
