name,latitude,longitude,color
AGE00135039: 255,35.7297,0.6500,#fff700
ASN00066062: 172,-33.8607,151.2050,#3cff00
ASN00086071: 136,-37.8075,144.9700,#00ff02
ASN00090015: 183,-38.8556,143.5128,#5cff00
AU000005901: 235,48.2331,16.3500,#f1ff00
BE000006447: 262,50.8000,4.3500,#fff300
CA006148100: 272,43.3833,-81.0000,#ffee00
CA006158350: 300,43.6667,-79.4000,#ffde00
EIE00101859: 200,53.2800,-9.0200,#8cff00
EZE00100082: 236,50.0864,14.4164,#f4ff00
GM000004204: 250,50.9267,11.5842,#fffa00
GME00125218: 248,51.3164,12.4475,#fffb00
GME00127462: 234,54.3656,13.4783,#eeff00
ITE00100550: 296,44.5000,11.3458,#ffe000
ITE00100554: 305,45.4717,9.1892,#ffdb00
SWE00139148: 206,59.8600,17.6300,#9eff00
SZ000006717: 112,45.8667,7.1667,#00ff06
UK000047811: 228,54.3500,-6.6500,#ddff00
UK000056225: 230,51.7667,-1.2667,#e2ff00
USC00288878: 306,40.2333,-74.7667,#ffdb00
