name,latitude,longitude,color
ASN00066062: 268,-33.8607,151.2050,#fff000
ASN00086071: 281,-37.8075,144.9700,#ffe900
ASN00090015: 183,-38.8556,143.5128,#b6ff00
AU000005901: 65,48.2331,16.3500,#1fff00
BE000006447: 50,50.8000,4.3500,#0cff00
CA006158350: -22,43.6667,-79.4000,#00f9ff
EIE00101859: 89,53.2800,-9.0200,#3eff00
EZE00100082: 35,50.0864,14.4164,#00ff21
GM000004204: 36,50.9267,11.5842,#00ff1a
GME00125218: 34,51.3164,12.4475,#00ff27
GME00127462: 29,54.3656,13.4783,#00ff48
ITE00100550: 79,44.5000,11.3458,#31ff00
ITE00100554: 67,45.4717,9.1892,#21ff00
SWE00139148: -23,59.8600,17.6300,#00f8ff
SZ000006717: 13,45.8667,7.1667,#00ffb1
UK000047811: 91,54.3500,-6.6500,#40ff00
UK000056225: 98,51.7667,-1.2667,#49ff00
