name,latitude,longitude,color
AGE00135039: 145,35.7297,0.6500,#00ff01
ASN00066062: 251,-33.8607,151.2050,#fff900
ASN00086071: 327,-37.8075,144.9700,#ffcf00
ASN00090015: 239,-38.8556,143.5128,#fcff00
AU000005901: 140,48.2331,16.3500,#00ff02
BE000006447: 137,50.8000,4.3500,#00ff02
CA006148100: 172,43.3833,-81.0000,#3cff00
CA006158350: 133,43.6667,-79.4000,#00ff03
EIE00101859: 122,53.2800,-9.0200,#00ff04
EZE00100082: 124,50.0864,14.4164,#00ff04
GM000004204: 93,50.9267,11.5842,#00ff09
GME00125218: 84,51.3164,12.4475,#00ff0a
GME00127462: 78,54.3656,13.4783,#00ff0b
ITE00100550: 183,44.5000,11.3458,#5cff00
ITE00100554: 170,45.4717,9.1892,#36ff00
SWE00139148: 48,59.8600,17.6300,#00ff10
SZ000006717: 20,45.8667,7.1667,#00ff14
UK000047811: 150,54.3500,-6.6500,#00ff00
UK000056225: 152,51.7667,-1.2667,#03ff00
