name,latitude,longitude,color
AGE00135039: 235,35.7297,0.6500,#f9ff00
ASN00066062: 172,-33.8607,151.2050,#a8ff00
ASN00086071: 173,-37.8075,144.9700,#a9ff00
ASN00090015: 161,-38.8556,143.5128,#9aff00
AU000005901: 165,48.2331,16.3500,#9fff00
BE000006447: 164,50.8000,4.3500,#9eff00
CA006148100: 94,43.3833,-81.0000,#44ff00
CA006158350: 94,43.6667,-79.4000,#44ff00
EIE00101859: 161,53.2800,-9.0200,#9aff00
EZE00100082: 149,50.0864,14.4164,#8aff00
GM000004204: 166,50.9267,11.5842,#a0ff00
GME00125218: 161,51.3164,12.4475,#9aff00
GME00127462: 146,54.3656,13.4783,#87ff00
ITE00100550: 194,44.5000,11.3458,#c4ff00
ITE00100554: 168,45.4717,9.1892,#a3ff00
SWE00139148: 72,59.8600,17.6300,#28ff00
SZ000006717: 2,45.8667,7.1667,#00ff2c
UK000047811: 139,54.3500,-6.6500,#7eff00
UK000056225: 117,51.7667,-1.2667,#61ff00
USC00288878: 222,40.2333,-74.7667,#e8ff00
