name,latitude,longitude,color
AGE00135039: 160,35.7297,0.6500,#98ff00
ASN00066062: 232,-33.8607,151.2050,#f5ff00
ASN00086071: 193,-37.8075,144.9700,#c3ff00
ASN00090015: 206,-38.8556,143.5128,#d3ff00
AU000005901: -55,48.2331,16.3500,#00f4ff
BE000006447: 31,50.8000,4.3500,#00ff28
CA006148100: -83,43.3833,-81.0000,#00ecff
CA006158350: -61,43.6667,-79.4000,#00f2ff
EIE00101859: 89,53.2800,-9.0200,#3eff00
EZE00100082: -88,50.0864,14.4164,#00eaff
GM000004204: 15,50.9267,11.5842,#00ff6e
GME00125218: -14,51.3164,12.4475,#00ffed
GME00127462: -73,54.3656,13.4783,#00efff
ITE00100550: 45,44.5000,11.3458,#05ff00
ITE00100554: 43,45.4717,9.1892,#03ff00
SWE00139148: -100,59.8600,17.6300,#00e7ff
SZ000006717: -53,45.8667,7.1667,#00f5ff
UK000047811: 58,54.3500,-6.6500,#16ff00
UK000056225: 30,51.7667,-1.2667,#00ff2c
