name,latitude,longitude,color
AGE00135039: 270,35.7297,0.6500,#ffef00
ASN00066062: 233,-33.8607,151.2050,#ebff00
ASN00086071: 182,-37.8075,144.9700,#59ff00
ASN00090015: 144,-38.8556,143.5128,#00ff01
AU000005901: 200,48.2331,16.3500,#8cff00
BE000006447: 212,50.8000,4.3500,#afff00
CA006148100: 206,43.3833,-81.0000,#9eff00
CA006158350: 217,43.6667,-79.4000,#bdff00
EIE00101859: 211,53.2800,-9.0200,#acff00
EZE00100082: 188,50.0864,14.4164,#6aff00
GM000004204: 198,50.9267,11.5842,#87ff00
GME00125218: 198,51.3164,12.4475,#87ff00
GME00127462: 171,54.3656,13.4783,#39ff00
ITE00100550: 241,44.5000,11.3458,#ffff00
ITE00100554: 252,45.4717,9.1892,#fff900
SWE00139148: 188,59.8600,17.6300,#6aff00
SZ000006717: 82,45.8667,7.1667,#00ff0b
UK000047811: 206,54.3500,-6.6500,#9eff00
UK000056225: 225,51.7667,-1.2667,#d4ff00
USC00288878: 278,40.2333,-74.7667,#ffea00
