name,latitude,longitude,color
AGE00135039: 170,35.7297,0.6500,#a5ff00
ASN00066062: 280,-33.8607,151.2050,#ffe900
ASN00086071: 205,-37.8075,144.9700,#d2ff00
ASN00090015: 161,-38.8556,143.5128,#9aff00
AU000005901: 56,48.2331,16.3500,#13ff00
BE000006447: 132,50.8000,4.3500,#75ff00
CA006148100: 28,43.3833,-81.0000,#00ff03
CA006158350: 56,43.6667,-79.4000,#13ff00
EIE00101859: 94,53.2800,-9.0200,#44ff00
EZE00100082: 119,50.0864,14.4164,#64ff00
GM000004204: 136,50.9267,11.5842,#7aff00
GME00125218: 128,51.3164,12.4475,#6fff00
GME00127462: 99,54.3656,13.4783,#4aff00
ITE00100550: 110,44.5000,11.3458,#58ff00
ITE00100554: 77,45.4717,9.1892,#2eff00
SWE00139148: 62,59.8600,17.6300,#1bff00
SZ000006717: 47,45.8667,7.1667,#08ff00
UK000047811: 83,54.3500,-6.6500,#36ff00
UK000056225: 122,51.7667,-1.2667,#68ff00
USC00288878: 72,40.2333,-74.7667,#28ff00
