name,latitude,longitude,color
AGE00135039: 225,35.7297,0.6500,#d4ff00
ASN00066062: 157,-33.8607,151.2050,#11ff00
ASN00074128: 128,-35.5269,144.9520,#00ff03
ASN00086071: 127,-37.8075,144.9700,#00ff04
ASN00090015: 128,-38.8556,143.5128,#00ff03
AU000005901: 278,48.2331,16.3500,#ffea00
BE000006447: 206,50.8000,4.3500,#9eff00
CA006148100: 256,43.3833,-81.0000,#fff700
CA006158350: 261,43.6667,-79.4000,#fff400
EIE00101859: 211,53.2800,-9.0200,#acff00
EZE00100082: 238,50.0864,14.4164,#f9ff00
GM000004204: 213,50.9267,11.5842,#b2ff00
GME00125218: 203,51.3164,12.4475,#95ff00
GME00127462: 135,54.3656,13.4783,#00ff02
ITE00100550: 346,44.5000,11.3458,#ffc500
ITE00100554: 317,45.4717,9.1892,#ffd500
SWE00139148: 122,59.8600,17.6300,#00ff04
SZ000006717: 135,45.8667,7.1667,#00ff02
UK000047811: 167,54.3500,-6.6500,#2eff00
UK000056225: 191,51.7667,-1.2667,#73ff00
