name,latitude,longitude,color
AGE00135039: 265,35.7297,0.6500,#fff200
ASN00066062: 158,-33.8607,151.2050,#96ff00
ASN00086071: 200,-37.8075,144.9700,#ccff00
ASN00090015: 178,-38.8556,143.5128,#b0ff00
AU000005901: 295,48.2331,16.3500,#ffe100
BE000006447: 242,50.8000,4.3500,#fffe00
CA006148100: 228,43.3833,-81.0000,#f0ff00
CA006158350: 200,43.6667,-79.4000,#ccff00
EIE00101859: 178,53.2800,-9.0200,#b0ff00
EZE00100082: 289,50.0864,14.4164,#ffe400
GM000004204: 263,50.9267,11.5842,#fff300
GME00125218: 283,51.3164,12.4475,#ffe800
GME00127462: 196,54.3656,13.4783,#c7ff00
ITE00100550: 300,44.5000,11.3458,#ffde00
ITE00100554: 282,45.4717,9.1892,#ffe800
SWE00139148: 265,59.8600,17.6300,#fff200
SZ000006717: 128,45.8667,7.1667,#6fff00
UK000047811: 183,54.3500,-6.6500,#b6ff00
UK000056225: 207,51.7667,-1.2667,#d5ff00
USC00288878: 289,40.2333,-74.7667,#ffe400
