name,latitude,longitude,color
AGE00135039: 165,35.7297,0.6500,#9fff00
ASN00066062: 254,-33.8607,151.2050,#fff800
ASN00086071: 312,-37.8075,144.9700,#ffd800
ASN00090015: 228,-38.8556,143.5128,#f0ff00
AU000005901: -8,48.2331,16.3500,#00ffd3
BE000006447: 29,50.8000,4.3500,#00ff30
CA006148100: 122,43.3833,-81.0000,#68ff00
CA006158350: 117,43.6667,-79.4000,#61ff00
EIE00101859: 111,53.2800,-9.0200,#5aff00
EZE00100082: -24,50.0864,14.4164,#00fdff
GM000004204: -28,50.9267,11.5842,#00fcff
GME00125218: -21,51.3164,12.4475,#00feff
GME00127462: 5,54.3656,13.4783,#00ff9a
ITE00100550: 50,44.5000,11.3458,#0cff00
ITE00100554: 44,45.4717,9.1892,#04ff00
SWE00139148: -47,59.8600,17.6300,#00f6ff
SZ000006717: -176,45.8667,7.1667,#00d1ff
UK000047811: 108,54.3500,-6.6500,#56ff00
UK000056225: 83,51.7667,-1.2667,#36ff00
