name,latitude,longitude,color
AGE00135039: 225,35.7297,0.6500,#ecff00
ASN00066062: 157,-33.8607,151.2050,#95ff00
ASN00074128: 206,-35.5269,144.9520,#d3ff00
ASN00086071: 137,-37.8075,144.9700,#7bff00
ASN00090015: 144,-38.8556,143.5128,#84ff00
AU000005901: 291,48.2331,16.3500,#ffe300
BE000006447: 253,50.8000,4.3500,#fff800
CA006148100: 222,43.3833,-81.0000,#e8ff00
CA006158350: 217,43.6667,-79.4000,#e2ff00
EIE00101859: 178,53.2800,-9.0200,#b0ff00
EZE00100082: 261,50.0864,14.4164,#fff400
GM000004204: 250,50.9267,11.5842,#fffa00
GME00125218: 243,51.3164,12.4475,#fffe00
GME00127462: 231,54.3656,13.4783,#f3ff00
ITE00100550: 333,44.5000,11.3458,#ffcc00
ITE00100554: 313,45.4717,9.1892,#ffd700
SWE00139148: 190,59.8600,17.6300,#bfff00
SZ000006717: 135,45.8667,7.1667,#78ff00
UK000047811: 161,54.3500,-6.6500,#9aff00
UK000056225: 186,51.7667,-1.2667,#baff00
