name,latitude,longitude,color
AGE00135039: 230,35.7297,0.6500,#e2ff00
ASN00066062: 208,-33.8607,151.2050,#a3ff00
ASN00086071: 156,-37.8075,144.9700,#0eff00
ASN00090015: 150,-38.8556,143.5128,#00ff00
AU000005901: 155,48.2331,16.3500,#0bff00
BE000006447: 159,50.8000,4.3500,#17ff00
CA006148100: 117,43.3833,-81.0000,#00ff05
CA006158350: 150,43.6667,-79.4000,#00ff00
EIE00101859: 156,53.2800,-9.0200,#0eff00
EZE00100082: 141,50.0864,14.4164,#00ff01
GM000004204: 183,50.9267,11.5842,#5cff00
GME00125218: 173,51.3164,12.4475,#3fff00
GME00127462: 113,54.3656,13.4783,#00ff06
ITE00100550: 198,44.5000,11.3458,#87ff00
ITE00100554: 126,45.4717,9.1892,#00ff04
SWE00139148: 6,59.8600,17.6300,#00ff16
SZ000006717: -1,45.8667,7.1667,#00ff17
UK000047811: 106,54.3500,-6.6500,#00ff07
UK000056225: 77,51.7667,-1.2667,#00ff0b
USC00288878: 189,40.2333,-74.7667,#6dff00
