name,latitude,longitude,color
AGE00135039: 250,35.7297,0.6500,#fffa00
ASN00066062: 156,-33.8607,151.2050,#0eff00
ASN00086071: 150,-37.8075,144.9700,#00ff00
ASN00090015: 150,-38.8556,143.5128,#00ff00
AU000005901: 243,48.2331,16.3500,#fffe00
BE000006447: 261,50.8000,4.3500,#fff400
CA006148100: 250,43.3833,-81.0000,#fffa00
CA006158350: 272,43.6667,-79.4000,#ffee00
EIE00101859: 233,53.2800,-9.0200,#ebff00
EZE00100082: 222,50.0864,14.4164,#cbff00
GM000004204: 225,50.9267,11.5842,#d4ff00
GME00125218: 218,51.3164,12.4475,#c0ff00
GME00127462: 188,54.3656,13.4783,#6aff00
ITE00100550: 313,44.5000,11.3458,#ffd700
ITE00100554: 316,45.4717,9.1892,#ffd500
SWE00139148: 231,59.8600,17.6300,#e5ff00
SZ000006717: 113,45.8667,7.1667,#00ff06
UK000047811: 233,54.3500,-6.6500,#ebff00
UK000056225: 246,51.7667,-1.2667,#fffc00
USC00288878: 317,40.2333,-74.7667,#ffd500
