name,latitude,longitude,color
ASN00066062: 165,-33.8607,151.2050,#28ff00
ASN00074128: 133,-35.5269,144.9520,#00ff03
ASN00086071: 98,-37.8075,144.9700,#00ff08
ASN00090015: 111,-38.8556,143.5128,#00ff06
AU000005901: 223,48.2331,16.3500,#ceff00
BE000006447: 227,50.8000,4.3500,#daff00
CA006148100: 289,43.3833,-81.0000,#ffe400
CA006158350: 211,43.6667,-79.4000,#acff00
EIE00101859: 217,53.2800,-9.0200,#bdff00
EZE00100082: 166,50.0864,14.4164,#2bff00
GM000004204: 150,50.9267,11.5842,#00ff00
GME00125218: 149,51.3164,12.4475,#00ff00
GME00127462: 153,54.3656,13.4783,#06ff00
ITE00100550: 204,44.5000,11.3458,#98ff00
ITE00100554: 244,45.4717,9.1892,#fffd00
SWE00139148: 198,59.8600,17.6300,#87ff00
SZ000006717: 60,45.8667,7.1667,#00ff0e
UK000047811: 217,54.3500,-6.6500,#bdff00
UK000056225: 238,51.7667,-1.2667,#f9ff00
