name,latitude,longitude,color
ASN00066062: 183,-33.8607,151.2050,#b6ff00
ASN00086071: 177,-37.8075,144.9700,#aeff00
ASN00090015: 156,-38.8556,143.5128,#93ff00
AU000005901: 180,48.2331,16.3500,#b2ff00
BE000006447: 193,50.8000,4.3500,#c3ff00
CA006158350: 28,43.6667,-79.4000,#00ff03
EIE00101859: 167,53.2800,-9.0200,#a1ff00
EZE00100082: 143,50.0864,14.4164,#83ff00
GM000004204: 173,50.9267,11.5842,#a9ff00
GME00125218: 164,51.3164,12.4475,#9eff00
GME00127462: 143,54.3656,13.4783,#83ff00
ITE00100550: 184,44.5000,11.3458,#b7ff00
ITE00100554: 195,45.4717,9.1892,#c5ff00
SWE00139148: 97,59.8600,17.6300,#48ff00
SZ000006717: 41,45.8667,7.1667,#00ff00
UK000047811: 144,54.3500,-6.6500,#84ff00
UK000056225: 196,51.7667,-1.2667,#c7ff00
