name,latitude,longitude,color
AGE00135039: 225,35.7297,0.6500,#d4ff00
ASN00066062: 172,-33.8607,151.2050,#3cff00
ASN00074128: 194,-35.5269,144.9520,#7bff00
ASN00086071: 172,-37.8075,144.9700,#3cff00
ASN00090015: 194,-38.8556,143.5128,#7bff00
AU000005901: 218,48.2331,16.3500,#c0ff00
BE000006447: 174,50.8000,4.3500,#42ff00
CA006148100: 300,43.3833,-81.0000,#ffde00
CA006158350: 283,43.6667,-79.4000,#ffe800
EIE00101859: 294,53.2800,-9.0200,#ffe200
EZE00100082: 194,50.0864,14.4164,#7bff00
GM000004204: 203,50.9267,11.5842,#95ff00
GME00125218: 203,51.3164,12.4475,#95ff00
GME00127462: 128,54.3656,13.4783,#00ff03
ITE00100550: 235,44.5000,11.3458,#f1ff00
ITE00100554: 263,45.4717,9.1892,#fff300
SWE00139148: 136,59.8600,17.6300,#00ff02
SZ000006717: 71,45.8667,7.1667,#00ff0c
UK000047811: 211,54.3500,-6.6500,#acff00
UK000056225: 186,51.7667,-1.2667,#64ff00
USC00288878: 317,40.2333,-74.7667,#ffd500
